tire_id,vehicle_id,timestamp,pressure,temperature,speed,load,tread_depth,mileage,braking_events,acceleration,road_type,weather,maintenance_history,failure,failure_type,pressure_sensor_fault,temperature_sensor_fault,tread_sensor_fault,pressure_true,temperature_true,tread_depth_true,is_synthetic
V-0008-T2,V-0008,2026-01-01 00:00:00,30.658424502563175,30.125960504219844,86.77,427.77,8.813430507638747,43.38,1,-0.235,highway,extreme_heat,0,0,none,none,none,none,30.658,30.126,8.813,True
V-0008-T3,V-0008,2026-01-01 00:00:00,33.71357063867538,24.976357912489345,69.18,447.62,9.05980633577288,34.59,0,-0.682,off_road,clear,0,0,none,none,none,none,33.714,24.976,9.06,True
V-0009-T0,V-0009,2026-01-01 00:00:00,31.593885866656382,30.601772339601588,45.49,397.76,8.11623582978975,22.74,4,1.959,urban,extreme_heat,0,0,none,none,none,none,31.594,30.602,8.116,True
V-0009-T1,V-0009,2026-01-01 00:00:00,31.803861232231185,27.539016658132326,74.39,467.13,7.1815443977351725,37.19,1,2.304,off_road,extreme_heat,0,0,none,none,none,none,31.804,27.539,7.182,True
V-0009-T2,V-0009,2026-01-01 00:00:00,32.351677124308075,25.654397351794735,73.66,402.04,9.11309191971915,36.83,0,2.476,off_road,extreme_heat,0,0,none,none,none,none,32.352,25.654,9.113,True
V-0009-T3,V-0009,2026-01-01 00:00:00,30.123568498878736,24.275394394266904,104.47,485.64,8.525864717848116,52.24,0,2.192,off_road,rain,0,0,none,none,none,none,30.124,24.275,8.526,True
V-0010-T0,V-0010,2026-01-01 00:00:00,31.939574663268626,22.014758955514797,47.86,428.42,9.16539861558585,23.93,3,0.506,rural,snow,0,0,none,none,none,none,31.94,22.015,9.165,True
V-0010-T1,V-0010,2026-01-01 00:00:00,32.30276326555027,28.971313677910175,98.15,507.25,8.409307005626854,49.07,1,-0.073,urban,extreme_heat,0,0,none,none,none,none,32.303,28.971,8.409,True
V-0010-T2,V-0010,2026-01-01 00:00:00,30.375219852634192,21.473958512142925,53.14,402.49,8.05536872789413,26.57,0,-0.501,off_road,snow,0,0,none,none,none,none,30.375,21.474,8.055,True
V-0010-T3,V-0010,2026-01-01 00:00:00,33.45326366014508,26.759104749541635,88.32,393.89,8.947340507898755,44.16,0,-0.726,off_road,extreme_heat,0,0,none,none,none,none,33.453,26.759,8.947,True
V-0011-T0,V-0011,2026-01-01 00:00:00,31.48689899390568,31.75558680637178,63.45,580.22,9.391352093799293,31.72,2,-1.044,off_road,extreme_heat,0,0,none,drift,none,none,30.24,31.756,9.391,True
V-0011-T1,V-0011,2026-01-01 00:00:00,30.76427695523328,23.556565763425656,65.52,519.4,7.410908876582012,32.76,1,0.136,off_road,rain,0,0,none,none,none,none,30.764,23.557,7.411,True
V-0011-T2,V-0011,2026-01-01 00:00:00,31.848428940270534,27.76008568238053,74.56,701.4,7.211343465939465,37.28,3,-0.886,off_road,snow,0,0,none,none,none,none,31.848,27.76,7.211,True
V-0011-T3,V-0011,2026-01-01 00:00:00,33.42178423654016,23.39218053441303,76.31,596.47,8.94354405581548,38.16,2,-0.244,off_road,rain,0,0,none,none,none,none,33.422,23.392,8.944,True
V-0012-T0,V-0012,2026-01-01 00:00:00,30.056948092649268,22.697746535148358,48.75,457.64,9.25724489086622,24.38,1,-0.141,highway,clear,0,0,none,none,none,none,30.057,22.698,9.257,True
V-0012-T1,V-0012,2026-01-01 00:00:00,31.623572898476553,20.075207263177496,34.85,382.64,9.591484125492807,17.42,0,-1.931,highway,snow,0,0,none,none,none,none,31.624,20.075,9.591,True
V-0012-T2,V-0012,2026-01-01 00:00:00,30.656465152272773,20.54939162821879,48.06,646.95,8.162459072603648,24.03,0,-1.757,off_road,snow,0,0,none,none,none,none,30.656,20.549,8.162,True
V-0012-T3,V-0012,2026-01-01 00:00:00,33.13843409384315,27.364488656003434,62.64,527.32,9.085097607578435,31.32,1,-0.368,highway,extreme_heat,0,0,none,stuck,none,none,33.138,27.364,9.085,True
V-0013-T0,V-0013,2026-01-01 00:00:00,33.131362780603816,26.06628796395494,85.55,534.78,,42.77,0,-0.201,highway,clear,0,0,none,none,none,missing,33.131,26.066,8.453,True
V-0013-T1,V-0013,2026-01-01 00:00:00,30.868720260323364,19.975654687743567,42.5,480.95,9.203450101947944,21.25,0,0.348,urban,rain,0,0,none,none,none,none,30.869,19.976,9.203,True
V-0013-T2,V-0013,2026-01-01 00:00:00,30.19848601572248,21.88031655910208,58.89,537.72,9.749192909983087,29.45,1,0.528,off_road,snow,0,0,none,none,none,none,30.198,21.88,9.749,True
V-0013-T3,V-0013,2026-01-01 00:00:00,30.225434985581405,23.677843419626992,71.06,500.01,11.488488121154548,35.53,1,-0.146,highway,rain,0,0,none,none,none,drift,30.225,23.678,9.549,True
V-0014-T0,V-0014,2026-01-01 00:00:00,33.44519347454719,26.863818892212755,111.86,625.87,9.801802228685878,55.93,1,-1.669,off_road,rain,0,0,none,none,none,none,33.445,26.864,9.802,True
V-0014-T1,V-0014,2026-01-01 00:00:00,32.31359289669551,20.756450530882486,93.82,521.02,7.238549898252026,46.91,1,1.391,highway,snow,0,0,none,none,none,none,32.314,20.756,7.239,True
V-0014-T2,V-0014,2026-01-01 00:00:00,32.25882436204303,22.063879666545528,79.09,411.17,7.776697627611987,39.54,3,-0.155,highway,snow,0,0,none,none,none,none,32.259,22.064,7.777,True
V-0014-T3,V-0014,2026-01-01 00:00:00,31.25465211784897,24.09394652023447,64.96,512.21,7.386156579925403,32.48,2,0.265,rural,clear,0,0,none,none,none,none,31.255,24.094,7.386,True
V-0000-T0,V-0000,2026-01-01 00:30:00,32.55354052716487,26.286620060088993,75.92,470.25,7.814312996337493,76.01,1,2.591,rural,extreme_heat,0,0,none,none,none,stuck,32.554,26.287,7.807,True
V-0000-T1,V-0000,2026-01-01 00:30:00,32.94171818998939,26.86663947159211,39.32,569.11,9.665760266444646,55.94,0,-0.092,rural,extreme_heat,0,0,none,none,none,none,32.942,26.867,9.666,True
V-0000-T2,V-0000,2026-01-01 00:30:00,31.68352061207441,22.177315436840225,48.94,473.24,7.642102540059141,68.26,3,0.659,rural,rain,0,0,none,none,none,none,31.684,22.177,7.642,True
V-0000-T3,V-0000,2026-01-01 00:30:00,30.101977212068785,33.34085474965517,104.88,535.12,8.93095146262928,91.13,2,-1.046,urban,extreme_heat,0,0,none,none,none,none,30.102,33.341,8.931,True
V-0001-T0,V-0001,2026-01-01 00:30:00,30.877595821496115,22.83846071393962,89.79,405.74,9.410217200500313,78.35,2,1.757,off_road,snow,0,0,none,none,none,none,30.878,22.838,9.41,True
V-0001-T1,V-0001,2026-01-01 00:30:00,31.68629092594734,23.030887181164466,85.02,645.65,7.627692123384956,81.16,0,-2.358,rural,snow,0,0,none,none,none,none,31.686,23.031,7.628,True
V-0001-T2,V-0001,2026-01-01 00:30:00,30.404674439412723,28.280583740832785,68.66,406.24,8.062505823078325,75.49,3,-1.521,highway,rain,0,0,none,none,none,none,30.405,28.281,8.063,True
V-0001-T3,V-0001,2026-01-01 00:30:00,31.053916802221384,25.645842411564438,70.66,402.68,8.36365581166237,62.08,0,0.468,urban,extreme_heat,0,0,none,none,none,none,31.054,25.646,8.364,True
V-0002-T0,V-0002,2026-01-01 00:30:00,33.685014821445975,21.823604771421017,93.11,548.7,7.863920812714647,86.98,1,0.108,highway,snow,0,0,none,none,none,none,33.685,21.824,7.864,True
V-0002-T1,V-0002,2026-01-01 00:30:00,33.53764032508057,31.84607571190332,78.28,629.3,7.5606253268566155,82.85,2,-2.372,rural,extreme_heat,0,0,none,none,none,none,33.538,31.846,7.561,True
V-0002-T2,V-0002,2026-01-01 00:30:00,33.088106696488104,24.213068625924823,99.52,529.47,9.548785425011644,87.65,1,1.221,rural,snow,0,0,none,none,none,none,33.088,24.213,9.549,True
V-0002-T3,V-0002,2026-01-01 00:30:00,31.516338233489996,23.854100271485322,91.37,518.63,9.487459216247466,77.93,1,-1.295,highway,rain,0,0,none,none,none,none,31.516,23.854,9.487,True
V-0003-T0,V-0003,2026-01-01 00:30:00,31.416916134243415,22.08455904935983,67.05,487.8,9.093204113321711,65.18,0,1.5,urban,rain,0,0,none,none,none,none,31.417,22.085,9.093,True
V-0003-T1,V-0003,2026-01-01 00:30:00,30.281443371647523,25.260098182835392,48.83,490.0,8.588741690245342,55.93,3,1.267,rural,clear,0,0,none,none,none,none,30.281,25.26,8.589,True
V-0003-T2,V-0003,2026-01-01 00:30:00,34.38778389603005,28.0802717620544,70.23,606.32,9.763946034452918,57.36,2,3.491,rural,clear,0,0,none,drift,none,none,31.845,28.08,9.764,True
V-0003-T3,V-0003,2026-01-01 00:30:00,30.874294029214404,22.748026834921642,65.9,339.72,9.291366329244566,69.37,2,1.964,rural,rain,0,0,none,none,none,none,30.874,22.748,9.291,True
V-0004-T0,V-0004,2026-01-01 00:30:00,31.257645525569657,23.0590731509526,37.95,399.87,7.624658536532738,58.55,1,0.659,highway,snow,0,0,none,none,none,none,31.258,23.059,7.625,True
V-0004-T1,V-0004,2026-01-01 00:30:00,33.501303839224015,19.98292352285882,80.48,522.1,8.955515723935518,63.28,0,-3.465,highway,snow,0,0,none,none,none,none,33.501,19.983,8.956,True
V-0004-T2,V-0004,2026-01-01 00:30:00,33.65402369229551,29.27579117552342,71.09,462.26,7.776270321032667,75.35,1,0.207,off_road,extreme_heat,0,0,none,none,none,none,33.654,29.276,7.776,True
V-0004-T3,V-0004,2026-01-01 00:30:00,32.24130586998594,19.024848982011758,85.2,518.34,8.736051415199354,76.8,0,-1.057,urban,snow,0,0,none,none,none,none,32.241,19.025,8.736,True
V-0005-T0,V-0005,2026-01-01 00:30:00,31.593435353894918,19.97905847689329,66.41,515.74,9.978200197616795,58.23,0,-0.591,off_road,rain,0,0,none,none,none,none,31.593,19.979,9.978,True
V-0005-T1,V-0005,2026-01-01 00:30:00,30.359470982028505,31.218821203100312,80.42,478.73,7.3142584760376215,71.65,0,1.244,rural,extreme_heat,0,0,none,none,none,none,30.359,31.219,7.314,True
V-0005-T2,V-0005,2026-01-01 00:30:00,33.16415079078519,19.737073539301964,30.14,396.28,7.1821021485457015,46.68,0,-3.5,highway,rain,0,0,none,none,none,none,33.164,19.737,7.182,True
V-0005-T3,V-0005,2026-01-01 00:30:00,33.98031885429373,24.254294339216262,56.43,559.95,9.9010259846304,65.59,4,-1.154,urban,rain,0,0,none,none,none,none,33.98,24.254,9.901,True
V-0006-T0,V-0006,2026-01-01 00:30:00,30.04175742110461,25.98140776201413,97.07,507.37,9.018964984521213,99.55,1,-2.221,off_road,snow,0,0,none,none,none,none,30.042,25.981,9.019,True
V-0006-T1,V-0006,2026-01-01 00:30:00,31.0631340931435,25.22348290995372,52.24,471.36,7.314433632019028,63.32,3,-1.561,off_road,clear,0,0,none,none,none,none,31.063,25.223,7.314,True
V-0006-T2,V-0006,2026-01-01 00:30:00,31.810728158650157,33.74214787303953,79.49,489.51,9.605113507848156,89.38,1,-0.908,urban,extreme_heat,0,0,none,none,none,none,31.811,33.742,9.605,True
V-0006-T3,V-0006,2026-01-01 00:30:00,31.998177785534526,24.668615620585594,59.32,414.42,9.726052981485319,60.76,1,-0.284,rural,rain,0,0,none,none,drift,none,31.998,23.635,9.726,True
V-0007-T0,V-0007,2026-01-01 00:30:00,31.18961249912786,29.02533193143424,76.57,528.95,8.811635748094822,63.13,1,-2.215,rural,extreme_heat,0,0,none,none,none,none,31.19,29.025,8.812,True
V-0007-T1,V-0007,2026-01-01 00:30:00,33.045876533633944,32.45032592691215,91.34,473.48,9.31145533947877,109.81,1,-0.197,rural,extreme_heat,0,0,none,none,none,none,33.046,32.45,9.311,True
V-0007-T2,V-0007,2026-01-01 00:30:00,,23.330165076499107,76.98,656.08,7.0447925782531575,65.36,0,0.104,rural,snow,0,0,none,missing,none,none,29.998,23.33,7.045,True
V-0007-T3,V-0007,2026-01-01 00:30:00,33.51072084462607,24.07808780665831,73.2,586.1,7.911288690412934,73.17,1,-0.039,highway,snow,0,0,none,none,none,none,33.511,24.078,7.911,True
V-0008-T0,V-0008,2026-01-01 00:30:00,30.310861526498794,26.785480520392596,76.28,433.33,9.431008572774395,72.6,0,-3.109,off_road,snow,0,0,none,none,none,none,30.311,26.785,9.431,True
V-0008-T1,V-0008,2026-01-01 00:30:00,32.1266580114514,25.002190273178872,47.65,463.31,8.965948660796581,46.98,1,1.659,off_road,clear,0,0,none,none,none,none,32.127,25.002,8.966,True
V-0008-T2,V-0008,2026-01-01 00:30:00,30.65634116922984,27.508493860131075,50.76,527.82,8.80963690025045,68.76,2,0.929,highway,rain,0,0,none,none,none,none,30.656,27.508,8.81,True
V-0008-T3,V-0008,2026-01-01 00:30:00,33.71148730534205,25.94043452873277,63.21,585.11,9.049331472745031,66.2,1,3.897,off_road,clear,0,0,none,none,none,none,33.711,25.94,9.049,True
V-0009-T0,V-0009,2026-01-01 00:30:00,31.591802533323047,31.841860055038353,74.46,614.66,8.103274232372947,59.97,3,-1.169,off_road,clear,0,0,none,none,none,none,31.592,31.842,8.103,True
V-0009-T1,V-0009,2026-01-01 00:30:00,31.80177789889785,23.92649379486065,78.61,431.88,7.174587764329818,76.5,1,0.998,urban,snow,0,0,none,none,none,none,31.802,23.926,7.175,True
V-0009-T2,V-0009,2026-01-01 00:30:00,32.349593790974744,24.964143017675585,91.71,529.32,9.105816085810021,82.69,0,0.681,highway,rain,0,0,none,none,none,none,32.35,24.964,9.106,True
V-0009-T3,V-0009,2026-01-01 00:30:00,,26.214179530573727,63.83,574.84,8.515474028217579,84.15,1,-2.986,off_road,clear,0,0,none,missing,none,none,30.121,26.214,8.515,True
V-0010-T0,V-0010,2026-01-01 00:30:00,31.93749132993529,27.781946570623994,40.1,609.11,9.16194010228108,43.98,0,-1.079,highway,extreme_heat,0,0,none,none,none,none,31.937,27.782,9.162,True
V-0010-T1,V-0010,2026-01-01 00:30:00,32.30067993221694,27.982788206746104,39.95,262.84,8.403650095414362,69.05,3,0.698,off_road,clear,0,0,none,none,none,none,32.301,27.983,8.404,True
V-0010-T2,V-0010,2026-01-01 00:30:00,30.373136519300857,19.79612788009163,38.78,476.21,8.05159341380741,45.96,1,1.186,rural,snow,0,0,none,none,none,none,30.373,19.796,8.052,True
V-0010-T3,V-0010,2026-01-01 00:30:00,33.45118032681175,25.12449442438648,76.89,553.47,8.935288191455786,82.61,0,1.347,off_road,rain,0,0,none,none,none,none,33.451,25.124,8.935,True
V-0011-T0,V-0011,2026-01-01 00:30:00,31.502033216851352,32.37882715800375,102.58,422.39,9.381249001785267,83.01,2,2.106,urban,clear,0,0,none,drift,none,none,30.238,32.379,9.381,True
V-0011-T1,V-0011,2026-01-01 00:30:00,30.762193621899947,26.006895231830057,61.15,616.4,7.403570119048263,63.34,1,2.347,rural,clear,0,0,none,none,none,none,30.762,26.007,7.404,True
V-0011-T2,V-0011,2026-01-01 00:30:00,31.8463456069372,24.689150633460287,62.76,424.71,7.202455999931587,68.66,1,-2.349,off_road,rain,0,0,none,none,none,none,31.846,24.689,7.202,True
V-0011-T3,V-0011,2026-01-01 00:30:00,33.41970090320683,28.800273403829163,82.75,456.9,8.93166565919651,79.53,1,-1.18,off_road,extreme_heat,0,0,none,none,none,none,33.42,28.8,8.932,True
V-0012-T0,V-0012,2026-01-01 00:30:00,30.054864759315933,28.469644588888293,36.27,433.9,9.254034939493904,42.51,2,-0.239,urban,extreme_heat,0,0,none,none,none,none,30.055,28.47,9.254,True
V-0012-T1,V-0012,2026-01-01 00:30:00,31.621489565143218,26.454788561900273,74.07,419.32,9.580996129995372,54.46,1,0.578,off_road,extreme_heat,0,0,none,none,none,none,31.621,26.455,9.581,True
V-0012-T2,V-0012,2026-01-01 00:30:00,30.654381818939438,29.16559810348187,81.13,523.71,8.154895963869071,64.6,3,-1.548,urban,extreme_heat,0,0,none,none,none,none,30.654,29.166,8.155,True
V-0012-T3,V-0012,2026-01-01 00:30:00,33.13843409384315,25.818693193602062,45.11,428.9,9.080706094148894,53.87,1,0.077,rural,clear,0,0,none,stuck,none,none,33.136,25.819,9.081,True
V-0013-T0,V-0013,2026-01-01 00:30:00,33.129279447270484,25.592009020318518,54.69,572.01,8.444497175140556,70.12,0,-0.239,off_road,clear,0,0,none,none,none,none,33.129,25.592,8.444,True
V-0013-T1,V-0013,2026-01-01 00:30:00,30.86663692699003,21.983226895750146,56.94,543.87,9.197968569300928,49.72,0,-2.172,urban,clear,0,0,none,none,none,none,30.867,21.983,9.198,True
V-0013-T2,V-0013,2026-01-01 00:30:00,30.196402682389145,25.371093294189922,68.64,520.96,9.739065933778038,63.77,3,1.872,off_road,clear,0,0,none,none,none,none,30.196,25.371,9.739,True
V-0013-T3,V-0013,2026-01-01 00:30:00,30.22335165224807,23.74619045518812,64.95,529.08,11.526074935275398,68.01,4,2.996,off_road,snow,0,0,none,none,none,drift,30.223,23.746,9.539,True
V-0014-T0,V-0014,2026-01-01 00:30:00,33.44311014121386,25.118291335327655,46.47,433.0,9.79851231512859,79.17,3,2.732,highway,rain,0,0,none,none,none,none,33.443,25.118,9.799,True
V-0014-T1,V-0014,2026-01-01 00:30:00,32.31150956336218,27.05387031852949,36.96,397.51,7.235932789205848,65.39,3,-2.662,highway,extreme_heat,0,0,none,none,none,none,32.312,27.054,7.236,True
V-0014-T2,V-0014,2026-01-01 00:30:00,32.2567410287097,27.256820283408288,80.31,453.8,10.261361707307564,79.7,0,-0.941,highway,extreme_heat,0,0,none,none,none,drift,32.257,27.257,7.771,True
V-0014-T3,V-0014,2026-01-01 00:30:00,31.252568784515635,21.676017530744893,57.27,543.29,7.380098879615163,61.11,1,-2.528,rural,snow,0,0,none,none,none,none,31.253,21.676,7.38,True
V-0000-T0,V-0000,2026-01-01 01:00:00,32.55145719383154,26.017613363967296,80.76,417.26,7.814312996337493,116.39,3,-1.924,urban,rain,0,0,none,none,none,stuck,32.551,26.018,7.8,True
V-0000-T1,V-0000,2026-01-01 01:00:00,32.939634856656056,25.085872834480387,84.28,519.33,9.653100311453123,98.08,0,2.177,off_road,rain,0,0,none,none,none,none,32.94,25.086,9.653,True
V-0000-T2,V-0000,2026-01-01 01:00:00,31.681437278741075,77.67838154306632,61.19,502.57,7.6361153901708345,98.86,1,0.707,rural,extreme_heat,0,0,none,none,spoofed,none,31.681,26.958,7.636,True
V-0000-T3,V-0000,2026-01-01 01:00:00,30.09989387873545,30.235809277846343,59.33,467.07,8.92570067328376,120.79,1,-3.619,urban,clear,0,0,none,none,none,none,30.1,30.236,8.926,True
V-0001-T0,V-0001,2026-01-01 01:00:00,30.87551248816278,25.591303888143795,102.22,703.95,9.3875752441894,129.46,0,-2.905,off_road,snow,0,0,none,none,none,none,30.876,25.591,9.388,True
V-0001-T1,V-0001,2026-01-01 01:00:00,31.684207592614005,23.584110715494923,63.79,477.1,7.618659414005543,113.06,1,0.869,off_road,clear,0,0,none,none,none,none,31.684,23.584,7.619,True
V-0001-T2,V-0001,2026-01-01 01:00:00,30.402591106079388,28.896625485933242,80.49,380.45,8.054650903935723,115.74,2,-0.506,rural,clear,0,0,none,none,none,none,30.403,28.897,8.055,True
V-0001-T3,V-0001,2026-01-01 01:00:00,31.05183346888805,31.619453108730877,67.16,549.22,8.358432808401485,95.66,3,-0.586,highway,extreme_heat,0,0,none,none,none,none,31.052,31.619,8.358,True
V-0002-T0,V-0002,2026-01-01 01:00:00,33.682931488112644,21.511552878399865,106.96,486.07,7.8531793584215395,140.46,0,-1.656,urban,snow,0,0,none,none,none,none,33.683,21.512,7.853,True
V-0002-T1,V-0002,2026-01-01 01:00:00,33.535556991747235,30.221188764958118,81.75,525.55,7.552954815306644,123.73,1,1.819,urban,clear,0,0,none,none,none,none,33.536,30.221,7.553,True
V-0002-T2,V-0002,2026-01-01 01:00:00,33.08602336315477,24.739291130410972,63.52,364.64,9.539790403118184,119.41,2,-0.122,off_road,clear,0,0,none,none,none,none,33.086,24.739,9.54,True
V-0002-T3,V-0002,2026-01-01 01:00:00,31.51425490015666,21.324973644072653,35.89,370.75,9.483965621112048,95.88,2,1.177,rural,snow,0,0,none,none,none,none,31.514,21.325,9.484,True
V-0003-T0,V-0003,2026-01-01 01:00:00,31.41483280091008,20.033589785546827,75.45,442.89,9.085859309408193,102.9,0,1.254,rural,snow,0,0,none,none,none,none,31.415,20.034,9.086,True
V-0003-T1,V-0003,2026-01-01 01:00:00,30.279360038314188,26.777790561846906,76.99,690.61,8.573684552079847,94.42,2,1.225,off_road,snow,0,0,none,none,none,none,30.279,26.778,8.574,True
